quality,bits,intra_parts,skip_parts,inter_16x16_parts,inter_4x4_parts,inter_other_parts,non_zero_pixels,frame_width,frame_height,movement_level,mean,sub_mean_1,sub_mean_2,sub_mean_3,sub_mean_4,var_sub_blocks,sobel_h,sobel_v,variance,block_movement_h,block_movement_v,var_movement_h,var_movement_v,cost_1,cost_2,relevant
32,203,0,0,0,6,10,18,416,240,112303,1.618164,3.871094,1.843750,0.000000,0.757812,2.121310,3.340820,7.475586,21.749710,0.625000,7.312500,0.859375,28.652344,68676.000000,72678.000000,1
32,309,0,0,4,0,0,57,416,240,112303,3.415039,4.929688,0.000000,7.714844,1.015625,9.550540,9.149414,8.868164,31.568954,1.875000,11.000000,0.859375,0.500000,62764.000000,77778.000000,1
32,126,0,0,1,6,8,11,416,240,112303,0.806641,0.000000,0.000000,1.675781,1.550781,0.652622,2.240234,2.759766,7.763393,1.890625,4.375000,5.316162,28.046875,6454.000000,67905.000000,0
32,75,0,2,1,0,2,9,416,240,112303,0.523438,2.093750,0.000000,0.000000,0.000000,0.821960,1.372070,1.713867,33.595154,4.625000,3.500000,36.109375,20.500000,11121.000000,20554.000000,1
32,25,0,2,1,0,2,0,416,240,112303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.365234,0.855469,0.000000,3.687500,3.187500,22.714844,17.027344,8906.000000,9536.000000,1
32,32,0,3,1,0,0,0,416,240,112303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005859,0.029297,0.000000,0.625000,2.375000,1.234375,16.984375,147120.000000,8324.000000,1
32,28,0,2,1,0,2,0,416,240,112303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.125000,3.375000,2.484375,18.984375,25441.000000,6103.000000,1
32,27,0,2,2,0,0,0,416,240,112303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,4.000000,0.187500,16.250000,11595.000000,23847.000000,1
32,49,0,2,0,0,4,0,416,240,112303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.187500,3.250000,3.402344,14.687500,10661.000000,41734.000000,1
32,358,16,0,2,0,2,58,416,240,112303,2.769531,0.000000,1.382812,1.914062,7.781250,8.860611,7.953125,8.363281,87.087509,2.375000,3.937500,5.734375,15.558594,30100.000000,77446.000000,1
32,784,0,0,4,0,0,122,416,240,121491,9.482422,17.031250,11.726562,7.601562,1.570312,32.040020,30.918945,20.551758,550.339539,6.750000,9.250000,45.687500,85.687500,37994.000000,22313.000000,1
32,260,0,0,2,0,4,28,416,240,121491,1.337891,1.640625,0.000000,1.085938,2.625000,0.900433,3.729492,5.364258,31.159267,8.500000,17.562500,155.000000,1103.246094,27992.000000,36132.000000,1
32,197,0,1,1,6,5,20,416,240,121491,0.833008,0.000000,1.710938,0.000000,1.621094,0.694911,3.545898,3.563477,14.908637,2.656250,6.578125,18.100586,116.212646,81763.000000,92203.000000,1
32,607,0,2,1,0,7,95,416,240,121491,5.767578,7.093750,0.000000,15.976562,0.000000,43.128002,15.786133,9.944336,259.262390,0.625000,3.984375,1.640625,63.484131,118816.000000,115811.000000,1
32,319,0,2,2,0,0,52,416,240,121491,5.103516,18.351562,0.000000,2.062500,0.000000,59.212566,14.019531,8.482422,387.295929,45.000000,2.250000,14085.250000,35.437500,29287.000000,32486.000000,1
32,167,0,2,0,0,8,4,416,240,121491,0.179688,0.000000,0.000000,0.718750,0.000000,0.096863,1.079102,1.141602,3.002869,33.609375,3.765625,6585.863281,49.554443,27526.000000,40995.000000,0
32,366,0,0,1,6,7,44,416,240,121491,3.568359,4.093750,0.000000,10.179688,0.000000,17.363018,8.522461,4.348633,100.790253,11.281250,9.062500,1198.795898,88.277344,639.000000,63087.000000,1
32,147,0,2,2,0,0,18,416,240,121491,0.859375,0.000000,3.437500,0.000000,0.000000,2.215576,2.568359,2.001953,15.593506,4.125000,4.500000,51.109375,60.750000,21229.000000,28401.000000,1
32,363,0,0,1,15,12,53,416,240,121491,2.503906,6.585938,1.703125,1.726562,0.000000,6.044510,9.009766,9.298828,49.886703,2.625000,3.875000,19.265625,41.796875,67561.000000,67252.000000,1
32,229,0,1,1,6,5,21,416,240,121491,0.962891,2.382812,0.000000,0.000000,1.468750,1.031597,3.738281,3.279297,15.356045,3.593750,7.734375,18.897461,91.116943,38106.000000,39893.000000,1
32,827,0,0,0,12,20,120,416,240,121491,5.478516,2.687500,8.273438,2.882812,8.070312,7.264111,16.880859,22.808594,164.862823,1.031250,8.789062,3.717773,223.369568,64816.000000,63815.000000,1
32,189,0,2,1,6,3,23,416,240,121491,0.875000,0.000000,0.000000,1.882812,1.617188,0.774445,3.083984,4.630859,17.113281,0.156250,4.578125,0.131836,47.884521,53544.000000,56483.000000,1
32,272,0,0,0,12,10,15,416,240,121491,1.061523,0.000000,1.250000,2.996094,0.000000,1.507937,3.689453,4.203125,10.389770,1.640625,11.578125,4.073975,188.634521,46585.000000,53146.000000,1
32,628,0,0,0,9,21,79,416,240,121491,5.398438,1.687500,4.945312,1.500000,13.460938,23.544525,10.291992,16.219727,295.677185,2.031250,5.734375,12.155273,96.195068,78728.000000,105246.000000,1
32,211,0,0,4,0,0,33,416,240,121491,1.486328,4.992188,0.953125,0.000000,0.000000,4.248425,3.843750,4.234375,55.089657,8.500000,7.625000,43.500000,34.984375,69946.000000,83505.000000,1
32,264,0,0,1,12,7,17,416,240,121491,0.886719,0.000000,1.156250,1.242188,1.148438,0.263443,3.791992,4.061523,12.590683,8.171875,9.570312,59.829834,83.198181,33057.000000,34958.000000,1
32,488,0,0,0,6,11,79,416,240,121491,3.646484,0.000000,1.343750,8.218750,5.023438,10.350262,10.436523,12.319336,83.765656,4.328125,7.265625,17.564209,49.320068,75673.000000,90751.000000,0
32,142,0,3,0,9,1,25,416,240,121491,1.023438,4.093750,0.000000,0.000000,0.000000,3.142273,2.754883,2.811523,34.155701,0.718750,1.531250,16.014648,72.686523,3804.000000,3408.000000,1
32,230,0,0,1,6,12,13,416,240,121491,0.656250,1.289062,1.335938,0.000000,0.000000,0.430939,2.826172,3.880859,9.895508,0.765625,6.500000,1.085693,62.531250,85968.000000,118058.000000,1
32,356,0,0,0,9,12,35,416,240,121491,2.310547,2.687500,0.000000,3.578125,2.976562,1.882763,6.761719,9.210938,26.663326,1.359375,7.859375,2.855225,78.589600,86985.000000,103184.000000,0
32,102,0,1,1,0,4,6,416,240,121491,0.575195,0.000000,1.058594,0.000000,1.242188,0.335063,2.236328,1.847656,4.353721,2.687500,6.750000,5.714844,36.812500,8128.000000,33747.000000,0
32,134,0,2,1,3,5,12,416,240,121491,0.421875,1.687500,0.000000,0.000000,0.000000,0.533936,1.605469,1.244141,9.241943,3.031250,2.406250,43.592773,25.741211,11516.000000,26401.000000,1
32,26,0,2,1,0,2,0,416,240,121491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042969,0.218750,0.000000,2.625000,2.375000,20.734375,17.109375,8932.000000,10102.000000,1
32,23,0,2,2,0,0,0,416,240,121491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082031,0.218750,0.000000,0.625000,1.750000,1.734375,18.187500,158602.000000,2580.000000,1
32,15,0,3,1,0,0,0,416,240,121491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.875000,2.250000,5.359375,35.437500,27163.000000,9162.000000,1
32,78,0,1,2,0,2,5,416,240,121491,0.285156,0.000000,0.000000,0.000000,1.140625,0.243942,0.929688,1.382812,3.801498,0.562500,5.250000,0.621094,52.937500,12483.000000,25493.000000,1
32,54,0,1,2,0,2,0,416,240,121491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.025391,0.000000,1.250000,5.500000,3.812500,52.000000,25731.000000,28216.000000,1
32,440,0,2,0,3,6,70,416,240,121491,3.267578,0.000000,1.343750,1.500000,10.226562,16.482494,12.293945,10.428711,97.160828,1.453125,2.593750,4.997803,15.428711,50239.000000,77493.000000,1
32,895,0,0,2,6,5,140,416,240,120345,9.843750,25.078125,2.828125,7.101562,4.367188,79.704376,21.618164,23.874023,483.831055,5.875000,7.953125,47.328125,86.732178,43885.000000,28357.000000,1
32,225,0,1,2,6,4,37,416,240,120345,1.859375,4.531250,0.000000,2.906250,0.000000,3.787354,5.148438,4.796875,67.962646,3.109375,5.218750,24.972412,69.670898,21034.000000,25660.000000,1
32,261,1,0,1,6,4,32,416,240,120345,2.155273,2.964844,1.835938,1.750000,2.070312,0.232211,6.390625,4.605469,18.062805,3.156250,6.445312,20.194336,77.090759,65078.000000,64615.000000,1
32,658,0,0,0,6,20,82,416,240,120345,4.023438,5.835938,2.000000,8.257812,0.000000,10.374359,15.292969,10.708984,96.509216,6.156250,4.406250,1782.100586,62.897461,114270.000000,121218.000000,1
32,238,0,2,1,0,2,30,416,240,120345,3.194336,10.578125,0.000000,2.199219,0.000000,18.979542,6.714844,7.824219,77.088211,24.875000,4.687500,7148.484375,65.964844,20241.000000,17826.000000,0
32,117,0,0,2,0,4,11,416,240,120345,1.364258,2.457031,0.000000,3.000000,0.000000,1.898051,3.497070,1.063477,11.186652,21.812500,8.125000,3014.527344,72.734375,20692.000000,32655.000000,0
32,300,0,3,1,0,0,57,416,240,120345,3.222656,0.000000,0.000000,9.960938,2.929688,16.565323,7.897461,8.965820,147.469955,0.750000,2.250000,3.937500,35.437500,754.000000,53861.000000,1
32,58,0,0,4,0,0,6,416,240,120345,0.937500,1.000000,2.750000,0.000000,0.000000,1.261719,1.151367,1.545898,5.964844,6.875000,8.000000,47.609375,64.250000,16624.000000,23125.000000,1
32,214,0,0,2,0,4,33,416,240,120345,1.445312,2.593750,3.187500,0.000000,0.000000,2.132996,6.208008,5.954102,24.135681,6.250000,8.812500,30.687500,60.652344,71953.000000,75285.000000,1
32,362,0,0,1,0,15,48,416,240,120345,2.251953,3.031250,0.000000,2.015625,3.960938,2.163769,7.599609,8.414062,42.268551,3.343750,7.359375,12.038086,58.105225,29877.000000,32228.000000,1
32,817,0,0,2,9,10,113,416,240,120345,5.345703,7.117188,4.656250,2.234375,7.375000,4.352978,16.594727,20.399414,79.161743,0.882812,10.054688,1.837830,192.582947,61001.000000,53610.000000,1
32,165,0,2,1,0,2,22,416,240,120345,1.042969,0.000000,0.000000,1.757812,2.414062,1.141617,3.651367,4.471680,18.679794,0.312500,5.250000,0.339844,62.937500,60375.000000,64899.000000,1
32,238,0,0,0,0,12,24,416,240,120345,1.214844,3.054688,1.804688,0.000000,0.000000,1.671158,4.354492,6.426758,17.346420,1.265625,9.609375,2.070068,89.863037,53474.000000,56770.000000,1
32,513,0,0,2,0,4,80,416,240,120345,4.365234,1.359375,4.765625,3.312500,8.023438,5.921551,11.679688,14.371094,120.790436,3.312500,9.812500,6.839844,58.027344,58983.000000,105471.000000,1
32,308,0,1,1,6,6,42,416,240,120345,3.913086,12.656250,2.285156,0.000000,0.710938,26.164768,7.083984,11.037109,209.460220,5.562500,4.906250,87.839844,71.334961,71279.000000,70097.000000,1
32,420,0,0,1,6,9,61,416,240,120345,2.876953,2.914062,2.546875,6.046875,0.000000,4.608898,8.636719,10.832031,46.920406,7.531250,8.656250,86.405273,115.163086,53704.000000,54229.000000,1
32,367,0,0,0,6,10,45,416,240,120345,2.167969,1.507812,0.703125,6.460938,0.000000,6.427811,6.673828,7.650391,37.682724,4.750000,8.000000,21.687500,62.937500,59560.000000,66787.000000,1
32,354,16,2,0,0,2,59,416,240,120345,3.343750,13.375000,0.000000,0.000000,0.000000,33.541992,9.366211,11.428711,141.762695,0.625000,3.312500,2.859375,76.839844,9773.000000,10743.000000,1
32,154,0,1,2,0,4,15,416,240,120345,1.048828,4.195312,0.000000,0.000000,0.000000,3.300121,3.804688,4.822266,21.552303,0.656250,6.125000,0.538086,37.609375,94594.000000,107432.000000,1
32,539,0,0,0,3,12,80,416,240,120345,4.205078,4.437500,1.265625,7.390625,3.726562,4.767773,11.054688,16.550781,58.108334,1.429688,9.242188,1.557556,48.636658,91673.000000,91560.000000,0
32,402,0,2,1,0,2,58,416,240,120345,9.007812,0.000000,0.890625,0.000000,35.140625,227.773499,21.130859,14.289062,878.304626,1.312500,3.000000,5.339844,27.000000,7474.000000,53859.000000,0
32,228,0,3,0,0,6,31,416,240,120345,1.513672,6.054688,0.000000,0.000000,0.000000,6.873608,4.360352,4.209961,44.519344,1.109375,1.015625,13.378662,10.296631,13282.000000,33140.000000,1
32,41,0,3,0,0,6,0,416,240,120345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.937500,0.953125,8.496094,8.919678,11088.000000,14294.000000,1
32,16,1,3,0,0,0,0,416,240,120345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.162109,0.201172,0.000000,0.000000,0.000000,0.000000,0.000000,183778.000000,4198.000000,1
32,29,0,2,2,0,0,0,416,240,120345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.875000,12.000000,71.359375,22190.000000,12366.000000,1
32,59,0,1,2,0,2,5,416,240,120345,0.296875,0.000000,0.000000,1.187500,0.000000,0.264404,0.489258,1.083008,3.599365,0.687500,3.937500,0.839844,19.933594,12685.000000,20365.000000,1
32,86,0,2,2,0,0,10,416,240,120345,0.394531,0.000000,0.000000,0.656250,0.921875,0.164474,1.809570,1.563477,7.672470,0.625000,3.625000,1.234375,46.984375,21834.000000,44379.000000,1
32,377,0,1,1,0,9,55,416,240,120345,2.501953,0.000000,4.304688,0.000000,5.703125,6.504223,8.605469,8.585938,44.291012,2.187500,4.250000,6.183594,22.437500,35734.000000,57912.000000,1
32,527,0,0,2,0,4,67,416,240,149267,5.502930,13.734375,1.179688,5.453125,1.644531,25.334209,15.645508,13.854492,350.201172,10.125000,15.375000,36.234375,79.484375,35332.000000,14574.000000,1
32,388,0,1,2,6,3,50,416,240,149267,3.910156,1.875000,0.000000,13.765625,0.000000,32.962692,8.279297,11.966797,188.159897,6.312500,8.156250,233.652344,92.663086,21271.000000,21572.000000,1
32,289,16,1,2,0,0,42,416,240,149267,2.780273,5.601562,1.015625,4.503906,0.000000,5.443622,7.503906,5.292969,36.917542,2.875000,7.250000,13.859375,87.937500,46717.000000,62083.000000,1
32,154,0,0,3,0,2,20,416,240,149267,1.760742,3.593750,0.000000,3.449219,0.000000,3.102824,5.571289,1.391602,16.531624,2.937500,14.687500,4.183594,72.339844,93446.000000,93021.000000,0
32,144,0,1,1,6,5,16,416,240,149267,1.195312,1.375000,0.000000,3.406250,0.000000,1.944519,2.469727,2.799805,11.090759,6.687500,8.062500,568.621094,89.871094,1121.000000,1064.000000,0
32,109,0,0,4,0,0,5,416,240,149267,0.562500,2.250000,0.000000,0.000000,0.000000,0.949219,1.218750,1.226562,3.527344,29.625000,18.875000,1829.234375,2.859375,10844.000000,28124.000000,0
32,405,0,0,4,0,0,68,416,240,149267,3.968750,6.273438,0.000000,6.203125,3.398438,6.595062,10.889648,8.586914,159.024414,3.875000,15.000000,5.609375,75.500000,786.000000,71404.000000,1
32,208,0,1,2,6,2,31,416,240,149267,1.322266,3.976562,0.000000,1.312500,0.000000,2.635540,3.983398,4.899414,27.382473,6.281250,7.593750,45.077148,65.741211,14486.000000,17672.000000,1
32,253,0,0,1,0,6,31,416,240,149267,1.888672,4.703125,1.015625,1.835938,0.000000,3.063305,6.300781,7.039062,25.423153,7.250000,11.312500,24.062500,58.339844,45445.000000,71317.000000,0
32,214,0,0,1,0,8,26,416,240,149267,1.291992,0.000000,3.515625,0.000000,1.652344,2.103221,5.507812,4.087891,18.743843,5.468750,12.500000,10.249023,52.375000,9220.000000,11983.000000,1
32,594,0,0,1,0,15,77,416,240,149267,3.861328,7.562500,2.812500,1.406250,3.664062,5.216259,12.704102,16.184570,103.551086,1.937500,12.375000,4.433594,176.078125,48863.000000,55574.000000,1
32,36,0,2,1,0,2,0,416,240,149267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,6.187500,0.312500,64.277344,77443.000000,79713.000000,1
32,321,0,1,0,0,9,45,416,240,149267,2.171875,0.000000,3.921875,4.109375,0.656250,3.457642,6.710938,9.808594,33.247803,1.031250,9.625000,1.186523,82.546875,68335.000000,68052.000000,1
32,241,0,1,1,0,10,31,416,240,149267,1.345703,2.343750,0.000000,2.078125,0.960938,0.872875,4.022461,5.993164,24.935177,1.515625,5.187500,5.124756,59.277344,45264.000000,78621.000000,1
32,152,0,1,2,0,2,14,416,240,149267,1.169922,2.882812,1.796875,0.000000,0.000000,1.516125,2.558594,3.169922,19.178158,9.125000,9.250000,38.359375,39.312500,80609.000000,76053.000000,1
32,316,0,1,1,3,6,42,416,240,149267,2.415039,5.503906,3.515625,0.000000,0.640625,4.933337,8.216797,8.263672,29.004501,5.671875,7.453125,26.845459,46.154053,58686.000000,76026.000000,1
32,111,0,0,0,3,9,8,416,240,149267,0.431641,0.000000,0.000000,1.726562,0.000000,0.558941,1.443359,2.671875,8.382046,5.312500,9.968750,9.714844,33.530273,40716.000000,60806.000000,1
32,1053,0,1,0,6,15,146,416,240,149267,8.392578,12.593750,7.312500,13.664062,0.000000,29.260082,26.989258,25.432617,231.404480,1.984375,7.250000,17.765381,295.328125,12908.000000,23516.000000,1
32,222,0,1,0,6,7,23,416,240,149267,1.160156,1.890625,2.750000,0.000000,0.000000,1.438278,5.215820,4.329102,19.027084,0.562500,5.648438,1.011719,42.524841,68066.000000,116143.000000,1
32,561,0,0,0,6,12,81,416,240,149267,4.734375,4.406250,2.109375,7.421875,5.000000,3.572876,13.138672,14.535156,55.624756,1.234375,8.687500,1.210693,39.777344,71968.000000,73961.000000,0
32,351,0,2,0,0,8,52,416,240,149267,2.261719,0.000000,3.906250,0.000000,5.140625,5.305832,8.656250,8.289062,72.419785,5.062500,3.031250,132.214844,33.155273,13748.000000,88737.000000,1
32,512,0,1,1,9,8,73,416,240,149267,3.974609,13.492188,1.765625,0.640625,0.000000,30.594219,11.206055,9.075195,169.268890,5.625000,4.453125,43.609375,27.341553,52515.000000,89964.000000,1
32,19,0,2,2,0,0,0,416,240,149267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080078,0.218750,0.000000,2.500000,2.625000,18.750000,20.734375,14522.000000,16889.000000,1
32,17,0,3,1,0,0,0,416,240,149267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.875000,2.750000,10.609375,22.937500,146184.000000,16051.000000,1
32,74,0,0,3,0,2,0,416,240,149267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004883,0.004883,0.000000,2.312500,7.312500,4.339844,24.839844,18001.000000,21492.000000,1
32,52,0,2,0,3,5,0,416,240,149267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490234,0.417969,0.000000,0.343750,3.437500,0.600586,26.183594,15055.000000,21117.000000,1
32,62,0,1,2,0,2,4,416,240,149267,0.144531,0.000000,0.000000,0.000000,0.578125,0.062668,0.734375,0.718750,3.149033,0.812500,6.062500,1.152344,29.058594,37594.000000,16026.000000,1
32,249,0,2,0,0,8,25,416,240,149267,1.598633,0.000000,1.410156,0.000000,4.984375,4.152507,5.161133,7.661133,39.341835,1.562500,2.859375,8.339844,21.214600,27617.000000,46091.000000,1
32,601,0,0,2,12,7,72,416,240,139770,6.064453,16.328125,0.773438,3.164062,3.992188,36.511089,14.633789,15.098633,337.167725,4.671875,6.742188,43.204834,90.175720,30367.000000,13906.000000,1
32,456,0,0,2,21,2,49,416,240,139770,3.269531,4.187500,2.515625,5.468750,0.906250,2.958176,11.278320,6.954102,56.714462,1.710938,4.828125,13.314880,61.907959,29081.000000,47740.000000,1
32,348,0,2,0,0,4,49,416,240,139770,2.464844,8.453125,0.000000,1.406250,0.000000,12.282761,7.106445,5.700195,66.444077,2.750000,7.562500,15.812500,95.496094,59169.000000,58942.000000,1
32,257,0,1,1,0,8,29,416,240,139770,1.637695,0.000000,2.453125,3.324219,0.773438,1.734569,4.823242,6.038086,19.633385,1.921875,7.968750,6.540771,92.905273,93325.000000,99032.000000,0
32,203,0,0,4,0,0,28,416,240,139770,1.842773,2.500000,1.421875,3.449219,0.000000,1.646396,5.330078,4.333984,24.982117,0.750000,15.625000,1.187500,274.734375,1813.000000,1549.000000,0
32,355,0,0,1,3,7,44,416,240,139770,8.265625,11.667969,0.000000,21.394531,0.000000,80.146301,19.888672,9.736328,511.220459,20.312500,11.156250,5405.652344,193.256836,2108.000000,2496.000000,0
32,736,0,0,2,12,5,116,416,240,139770,10.562500,20.593750,0.000000,16.789062,4.867188,70.849762,27.132812,16.150391,537.175781,1.820312,6.500000,5.881775,83.609375,4157.000000,74866.000000,1
32,464,0,2,1,0,5,70,416,240,139770,7.070312,21.875000,1.070312,5.335938,0.000000,77.044037,10.947266,20.121094,622.786072,4.671875,5.875000,80.751709,130.203125,18529.000000,22699.000000,1
32,354,0,0,1,6,10,52,416,240,139770,2.005859,2.335938,0.000000,1.781250,3.906250,1.948589,9.373047,8.896484,39.287075,7.187500,11.453125,52.902344,139.154053,40683.000000,48192.000000,0
32,344,0,1,0,9,8,41,416,240,139770,2.083984,2.078125,5.195312,1.062500,0.000000,3.766705,8.811523,6.926758,37.194118,3.718750,8.984375,33.327148,187.234131,6335.000000,6035.000000,1
32,481,0,0,1,3,16,48,416,240,139770,2.382812,0.000000,4.804688,1.398438,3.328125,3.351471,8.407227,10.467773,34.287048,2.281250,10.859375,7.139648,157.589600,71869.000000,78254.000000,1
32,28,0,3,1,0,0,0,416,240,139770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136719,0.044922,0.000000,0.125000,4.000000,0.109375,112.000000,81128.000000,87976.000000,1
32,301,0,0,1,9,11,33,416,240,139770,1.728516,0.000000,2.531250,1.601562,2.781250,1.189129,4.238281,8.230469,23.232937,1.250000,10.640625,3.281250,226.948975,74044.000000,75913.000000,1
32,297,0,0,2,6,4,37,416,240,139770,1.855469,1.578125,1.656250,2.843750,1.343750,0.338791,6.198242,7.897461,30.092392,2.625000,8.781250,9.671875,102.983398,53501.000000,57203.000000,1
32,140,0,1,1,0,4,16,416,240,139770,1.292969,4.140625,1.031250,0.000000,0.000000,2.880295,2.927734,3.152344,17.420029,4.937500,5.062500,40.808594,42.933594,93565.000000,99043.000000,1
32,347,0,0,0,0,18,41,416,240,139770,1.828125,3.976562,1.929688,1.406250,0.000000,2.036530,5.248047,8.582031,28.976318,7.171875,9.296875,79.829834,135.052490,63015.000000,62788.000000,1
32,260,0,0,1,0,9,21,416,240,139770,1.007812,2.140625,1.890625,0.000000,0.000000,1.023499,4.391602,5.559570,15.648376,8.281250,15.593750,34.077148,119.084961,50209.000000,53245.000000,1
32,1461,0,0,1,6,18,246,416,240,139770,14.496094,8.898438,17.804688,15.007812,16.273438,11.425339,39.098633,49.827148,703.890625,2.078125,10.820312,16.103271,142.991150,32523.000000,38872.000000,1
32,171,0,1,2,0,2,23,416,240,139770,0.972656,0.984375,2.906250,0.000000,0.000000,1.407761,4.343750,5.050781,19.538315,0.625000,6.375000,0.734375,71.484375,67831.000000,68392.000000,1
32,587,0,0,0,6,16,88,416,240,139770,3.945312,2.039062,3.468750,4.187500,6.085938,2.125458,11.327148,14.526367,56.286072,1.421875,9.703125,3.587646,158.771240,72153.000000,102279.000000,1
32,491,0,0,2,9,9,64,416,240,139770,3.511719,0.000000,8.085938,0.000000,5.960938,12.896622,11.584961,16.063477,172.148300,3.312500,7.796875,37.371094,150.036865,30009.000000,78732.000000,1
32,649,0,1,1,9,3,116,416,240,139770,5.773438,15.781250,4.734375,2.578125,0.000000,36.194641,16.683594,13.449219,181.493591,6.968750,5.875000,43.467773,30.921875,54923.000000,95272.000000,1
32,17,0,2,2,0,0,0,416,240,139770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.099609,0.289062,0.000000,2.750000,2.625000,22.687500,20.734375,14615.000000,14062.000000,1
32,43,0,2,1,0,2,0,416,240,139770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096680,0.182617,0.000000,2.187500,3.500000,17.777344,42.250000,131797.000000,25195.000000,1
32,82,0,1,2,0,2,1,416,240,139770,0.210938,0.000000,0.000000,0.843750,0.000000,0.133484,0.978516,0.480469,3.119568,1.625000,5.062500,5.109375,34.558594,16901.000000,20717.000000,1
32,107,0,2,1,0,5,8,416,240,139770,0.378906,0.000000,0.000000,1.515625,0.000000,0.430710,1.551758,2.094727,6.194321,0.515625,4.921875,1.062256,80.853271,31543.000000,36920.000000,1
32,95,0,1,0,0,6,0,416,240,139770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.257812,0.056641,0.000000,1.250000,7.125000,2.562500,37.984375,49616.000000,33011.000000,1
32,228,0,1,2,0,2,28,416,240,139770,1.818359,0.000000,0.750000,0.000000,6.523438,7.473003,6.105469,4.138672,38.152554,4.062500,6.437500,47.308594,37.496094,20634.000000,37147.000000,1
32,500,0,0,1,3,11,59,416,240,173530,3.353516,2.945312,0.867188,4.796875,4.804688,2.634411,9.827148,8.967773,41.837917,5.203125,8.218750,46.724365,190.483398,26291.000000,11476.000000,1
32,435,0,0,0,6,12,47,416,240,173530,2.797852,2.187500,0.000000,5.613281,3.390625,4.119632,8.471680,8.651367,51.921051,5.046875,8.453125,46.482178,92.091553,40684.000000,40650.000000,1
32,369,0,1,2,0,2,56,416,240,173530,4.072266,11.507812,1.218750,3.562500,0.000000,20.068279,11.224609,11.251953,86.293610,4.187500,9.437500,18.027344,90.496094,39229.000000,35872.000000,1
32,329,0,0,1,0,6,33,416,240,173530,3.280273,6.835938,0.000000,5.128906,1.156250,7.832965,8.747070,5.750977,27.813049,103.437500,11.187500,45971.246094,142.652344,87411.000000,89534.000000,1
32,438,0,0,2,9,4,53,416,240,173530,4.567383,6.781250,1.250000,10.238281,0.000000,17.231579,11.760742,9.276367,167.460297,62.390625,11.250000,15110.863281,225.000000,15475.000000,16280.000000,0
32,308,0,0,2,0,4,51,416,240,173530,2.868164,4.929688,0.000000,6.542969,0.000000,8.551700,7.423828,4.654297,60.155472,35.687500,10.187500,7755.089844,123.777344,3609.000000,3277.000000,0
32,662,0,1,2,0,2,115,416,240,173530,12.761719,18.585938,0.000000,29.695312,2.765625,145.862869,28.787109,14.574219,875.134644,1.750000,7.437500,5.187500,92.246094,8355.000000,84624.000000,1
32,497,0,0,2,3,6,69,416,240,173530,4.593750,11.562500,1.718750,5.093750,0.000000,19.545410,11.354492,13.596680,181.926758,7.250000,10.328125,41.343750,78.720459,36102.000000,37089.000000,1
32,480,0,0,1,12,11,71,416,240,173530,3.033203,1.960938,5.882812,3.093750,1.195312,3.162884,10.266602,11.475586,54.969601,4.226562,7.085938,38.097107,108.406677,28537.000000,29981.000000,0
32,422,0,0,1,9,6,58,416,240,173530,2.755859,4.578125,1.921875,1.265625,3.257812,1.622234,9.893555,10.659180,40.467739,3.914062,8.835938,13.656677,69.277771,8413.000000,9679.000000,1
32,458,0,1,1,3,10,67,416,240,173530,2.931641,5.085938,3.148438,0.000000,3.492188,3.399181,9.692383,10.055664,46.362514,1.484375,5.890625,5.687256,90.159912,90446.000000,90506.000000,1
32,50,0,3,1,0,0,5,416,240,173530,0.378906,0.000000,0.000000,0.000000,1.515625,0.430710,0.684570,1.989258,6.165024,0.125000,4.250000,0.109375,54.437500,83021.000000,92241.000000,1
32,150,0,0,3,0,2,11,416,240,173530,0.708984,0.000000,1.539062,0.000000,1.296875,0.509991,3.329102,3.038086,10.362576,1.562500,14.687500,2.496094,171.339844,89351.000000,92992.000000,1
